2012,2012_values,2013,2013_values,2014,2014_values,2015,2015_values,2016,2016_values,2017,2017_values
1.2750011304944489,19455,1.7665455470190385,28898,1.4044408653334857,24695,1.4573220199629167,24035,1.531508832806565,28812,0.7443247547194322,13293
